X,Y
-4.0,0.00013383022576488537
-3.991991991991992,0.00013818204641049758
-3.983983983983984,0.0001426662280423074
-3.975975975975976,0.0001472864815032544
-3.967967967967968,0.00015204661133382119
-3.95995995995996,0.0001569505178147822
-3.951951951951952,0.00016200219904484992
-3.943943943943944,0.00016720575305353023
-3.935935935935936,0.00017256537994949638
-3.9279279279279278,0.00017808538410478997
-3.91991991991992,0.00018377017637513803
-3.911911911911912,0.00018962427635668377
-3.903903903903904,0.00019565231467940776
-3.895895895895896,0.00020185903533751658
-3.8878878878878878,0.00020824929805706861
-3.87987987987988,0.00021482808070108828
-3.871871871871872,0.00022160048171242645
-3.863863863863864,0.0002285717225946002
-3.855855855855856,0.00023574715043084504
-3.8478478478478477,0.0002431322404416031
-3.83983983983984,0.00025073259858064884
-3.831831831831832,0.0002585539641700594
-3.823823823823824,0.00026660221257421334
-3.815815815815816,0.00027488335791298686
-3.8078078078078077,0.00028340355581432544
-3.7997997997998,0.00029216910620632244
-3.7917917917917916,0.00030118645614895666
-3.7837837837837838,0.00031046220270559993
-3.775775775775776,0.0003200030958544146
-3.7677677677677677,0.0003298160414397229
-3.75975975975976,0.0003399081041634312
-3.7517517517517516,0.00035028651061657994
-3.7437437437437437,0.00036095865235104664
-3.735735735735736,0.0003719320889914511
-3.7277277277277276,0.0003832145513872607
-3.71971971971972,0.00039481394480509277
-3.7117117117117115,0.00040673835216119676
-3.7037037037037037,0.0004189960372940584
-3.6956956956956954,0.0004315954482770799
-3.6876876876876876,0.00044454522077122966
-3.67967967967968,0.0004578541814175861
-3.6716716716716715,0.00047153135126962387
-3.6636636636636637,0.00048558594926510307
-3.6556556556556554,0.0005000273957374089
-3.6476476476476476,0.0005148653159661124
-3.6396396396396398,0.000530109543766577
-3.6316316316316315,0.0005457701251183356
-3.6236236236236237,0.000561857321831991
-3.6156156156156154,0.0005783816152543496
-3.6076076076076076,0.0005953537100114529
-3.5995995995995997,0.0006127845377891921
-3.5915915915915915,0.0006306852611511046
-3.5835835835835836,0.0006490672773929725
-3.5755755755755754,0.0006679422224337957
-3.5675675675675675,0.0006873219747426652
-3.5595595595595597,0.0007072186593010809
-3.5515515515515514,0.0007276446516001658
-3.5435435435435436,0.0007486125816722453
-3.5355355355355353,0.0007701353381562253
-3.5275275275275275,0.0007922260723961207
-3.5195195195195197,0.0008148982025721397
-3.5115115115115114,0.0008381654178636028
-3.5035035035035036,0.0008620416826430069
-3.4954954954954953,0.000886541240700502
-3.4874874874874875,0.0009116786194979597
-3.4794794794794797,0.0009374686344518662
-3.4714714714714714,0.0009639263932441494
-3.4634634634634636,0.0009910673001600591
-3.4554554554554553,0.0010189070604522017
-3.4474474474474475,0.0010474616847297087
-3.4394394394394396,0.0010767474933715976
-3.4314314314314314,0.0011067811209632345
-3.4234234234234235,0.0011375795207548302
-3.4154154154154153,0.0011691599691408692
-3.4074074074074074,0.0012015400701592624
-3.3993993993993996,0.0012347377600090662
-3.3913913913913913,0.0012687713115854871
-3.3833833833833835,0.001303659339030883
-3.3753753753753752,0.0013394208023004641
-3.3673673673673674,0.0013760750117412627
-3.3593593593593596,0.001413641632683005
-3.3513513513513513,0.0014521406900393772
-3.3433433433433435,0.0014915925729181976
-3.335335335335335,0.001532018039238954
-3.3273273273273274,0.0015734382203560601
-3.3193193193193196,0.0016158746256862426
-3.3113113113113113,0.0016593491473383148
-3.3033033033033035,0.0017038840647436216
-3.295295295295295,0.0017495020492853824
-3.2872872872872874,0.0017962261689250466
-3.2792792792792795,0.0018440798928238502
-3.2712712712712713,0.001893087095957572
-3.263263263263263,0.0019432720637225453
-3.255255255255255,0.001994659496530914
-3.2472472472472473,0.0020472745143930086
-3.2392392392392395,0.0021011426614847566
-3.2312312312312312,0.0021562899106979143
-3.223223223223223,0.0022127426681709333
-3.215215215215215,0.00227052777779815
-3.2072072072072073,0.0023296725257150068
-3.1991991991991995,0.002390204644756889
-3.191191191191191,0.0024521523188891833
-3.183183183183183,0.0025155441876060537
-3.175175175175175,0.0025804093502954525
-3.1671671671671673,0.0026467773705677444
-3.159159159159159,0.002714678280545337
-3.151151151151151,0.0027841425851106135
-3.143143143143143,0.00285520126610952
-3.135135135135135,0.002927885786507907
-3.1271271271271273,0.0030022280944979273
-3.119119119119119,0.0030782606275515127
-3.111111111111111,0.003156016316418044
-3.103103103103103,0.0032355285890632805
-3.095095095095095,0.003316831374546427
-3.0870870870870872,0.003399959106832382
-3.079079079079079,0.003484946728535948
-3.071071071071071,0.0035718296945948893
-3.063063063063063,0.003660643975868637
-3.055055055055055,0.0037514260626593196
-3.047047047047047,0.003844212968151888
-3.039039039039039,0.0039390422317699125
-3.031031031031031,0.004035951922443679
-3.023023023023023,0.004134980641787195
-3.015015015015015,0.004236167527180521
-3.007007007007007,0.004339552254753986
-2.998998998998999,0.004445175042270675
-2.990990990990991,0.004553076651903554
-2.982982982982983,0.004663298392903681
-2.974974974974975,0.004775882124155638
-2.966966966966967,0.004890870256616671
-2.958958958958959,0.00500830575563558
-2.950950950950951,0.005128232143147633
-2.942942942942943,0.005250693499741717
-2.934934934934935,0.00537573446659573
-2.926926926926927,0.00550340024727644
-2.918918918918919,0.005633736609399753
-2.910910910910911,0.0057667898861475
-2.9029029029029028,0.005902606977636735
-2.894894894894895,0.006041235352137465
-2.886886886886887,0.006182723047134838
-2.878878878878879,0.006327118670231636
-2.8708708708708706,0.006474471399887032
-2.8628628628628627,0.006624830985987414
-2.854854854854855,0.006778247750245298
-2.846846846846847,0.006934772586421903
-2.838838838838839,0.007094456960369461
-2.8308308308308305,0.007257352909888933
-2.8228228228228227,0.007423513044398933
-2.814814814814815,0.00759299054441176
-2.806806806806807,0.007765839160812102
-2.798798798798799,0.007942113213934373
-2.7907907907907905,0.008121867592434317
-2.7827827827827827,0.00830515775195071
-2.774774774774775,0.00849203971355293
-2.766766766766767,0.008682570061970006
-2.7587587587587588,0.008876805943597117
-2.7507507507507505,0.009074805064275111
-2.7427427427427427,0.009276625686838978
-2.734734734734735,0.009482326628430987
-2.726726726726727,0.009691967257574223
-2.7187187187187187,0.009905607491002463
-2.7107107107107105,0.0101233077902421
-2.7027027027027026,0.01034512915794207
-2.694694694694695,0.010571133133947601
-2.686686686686687,0.01080138179111364
-2.6786786786786787,0.011035937730853977
-2.6706706706706704,0.0112748640784219
-2.6626626626626626,0.011518224477918514
-2.6546546546546548,0.011766083087024698
-2.646646646646647,0.012018504571452648
-2.6386386386386387,0.012275554099113305
-2.6306306306306304,0.012537297333995622
-2.6226226226226226,0.01280380042975411
-2.6146146146146148,0.013075130023000682
-2.606606606606607,0.013351353226297257
-2.5985985985985987,0.013632537620845358
-2.5905905905905904,0.013918751248869246
-2.5825825825825826,0.01421006260568902
-2.5745745745745747,0.014506540631480273
-2.566566566566567,0.014808254702716824
-2.5585585585585586,0.015115274623293382
-2.5505505505505504,0.015427670615324714
-2.5425425425425425,0.015745513309618375
-2.5345345345345347,0.016068873735817838
-2.5265265265265264,0.016397823312212994
-2.5185185185185186,0.016732433835215128
-2.5105105105105103,0.017072777468493845
-2.5025025025025025,0.017418926731772685
-2.4944944944944947,0.01777095448928153
-2.4864864864864864,0.018128933937862666
-2.4784784784784786,0.018492938594728423
-2.4704704704704703,0.01886304228486824
-2.4624624624624625,0.019239319128102502
-2.4544544544544546,0.019621843525781713
-2.4464464464464464,0.020010690147128512
-2.4384384384384385,0.02040593391522103
-2.4304304304304303,0.02080764999261595
-2.4224224224224224,0.021215913766609334
-2.4144144144144146,0.02163080083413441
-2.4064064064064064,0.022052386986294355
-2.3983983983983985,0.022480748192529352
-2.3903903903903903,0.022915960584417003
-2.3823823823823824,0.023358100439104697
-2.3743743743743746,0.023807244162373967
-2.3663663663663663,0.02426346827133567
-2.358358358358358,0.024726849376755778
-2.3503503503503502,0.02519746416501184
-2.3423423423423424,0.025675389379679607
-2.3343343343343346,0.02616070180275011
-2.3263263263263263,0.026653478235477538
-2.318318318318318,0.027153795478858073
-2.31031031031031,0.027661730313740664
-2.3023023023023024,0.028177359480570322
